Data from JAZA04901_14-25-33-450.txt Node
Date: Fri Oct 12 14:25:33 EDT 2018
User: physics
Spectrometer: JAZA0490
Scans to average: 1
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
177.185	9.68
177.571	9.68
177.957	9.68
178.343	-35.21
178.729	-62.14
179.115	2.95
179.5	-1.54
179.886	18.66
180.272	63.54
180.658	5.19
181.043	-59.9
181.429	-32.96
181.815	14.17
182.2	25.39
182.586	14.17
182.972	-32.96
183.357	41.1
183.743	29.88
184.128	81.5
184.513	-23.99
184.899	23.14
185.284	16.41
185.67	-19.5
186.055	25.39
186.44	-6.03
186.825	112.92
187.21	38.86
187.596	25.39
187.981	11.92
188.366	-50.92
188.751	-15.01
189.136	-28.48
189.521	2.95
189.906	-6.03
190.291	56.81
190.676	43.34
191.06	61.3
191.445	-8.28
191.83	27.63
192.215	45.59
192.599	-28.48
192.984	83.74
193.369	50.08
193.753	34.37
194.138	-3.79
194.522	11.92
194.907	23.14
195.291	38.86
195.676	11.92
196.06	50.08
196.445	61.3
196.829	32.12
197.213	59.05
197.597	-28.48
197.982	-48.67
198.366	34.37
198.75	-50.92
199.134	16.41
199.518	119.65
199.902	-26.23
200.286	-46.43
200.67	18.66
201.054	-26.23
201.438	-10.52
201.822	56.81
202.206	-3.79
202.59	83.74
202.973	34.37
203.357	43.34
203.741	-35.21
204.124	-28.48
204.508	63.54
204.892	2.95
205.275	34.37
205.659	-6.03
206.042	2.95
206.426	77.01
206.809	23.14
207.193	-35.21
207.576	45.59
207.959	7.43
208.342	-12.76
208.726	-12.76
209.109	70.28
209.492	16.41
209.875	29.88
210.258	-15.01
210.641	2.95
211.025	2.95
211.408	-55.41
211.79	103.94
212.173	2.95
212.556	-21.74
212.939	-21.74
213.322	-15.01
213.705	-1.54
214.088	7.43
214.47	36.61
214.853	-12.76
215.236	16.41
215.618	23.14
216.001	-26.23
216.383	79.25
216.766	74.76
217.148	14.17
217.531	23.14
217.913	11.92
218.296	25.39
218.678	47.83
219.06	-8.28
219.443	20.9
219.825	63.54
220.207	18.66
220.589	20.9
220.971	2.95
221.353	20.9
221.735	50.08
222.118	16.41
222.5	2.95
222.881	61.3
223.263	32.12
223.645	23.14
224.027	70.28
224.409	11.92
224.791	47.83
225.172	-32.96
225.554	14.17
225.936	32.12
226.317	-6.03
226.699	52.32
227.081	20.9
227.462	97.21
227.844	0.7
228.225	-55.41
228.607	0.7
228.988	0.7
229.369	-10.52
229.751	2.95
230.132	52.32
230.513	2.95
230.894	25.39
231.276	43.34
231.657	7.43
232.038	-1.54
232.419	20.9
232.8	-68.87
233.181	9.68
233.562	-10.52
233.943	50.08
234.324	-32.96
234.705	9.68
235.085	20.9
235.466	32.12
235.847	34.37
236.228	9.68
236.608	25.39
236.989	-6.03
237.37	-21.74
237.75	-15.01
238.131	-62.14
238.511	29.88
238.892	36.61
239.272	52.32
239.653	20.9
240.033	83.74
240.413	70.28
240.794	77.01
241.174	52.32
241.554	29.88
241.934	63.54
242.314	-15.01
242.694	36.61
243.075	16.41
243.455	45.59
243.835	68.03
244.215	45.59
244.595	-39.7
244.974	-10.52
245.354	70.28
245.734	5.19
246.114	2.95
246.494	27.63
246.873	5.19
247.253	34.37
247.633	0.7
248.012	41.1
248.392	-59.9
248.771	14.17
249.151	9.68
249.53	63.54
249.91	-15.01
250.289	-41.94
250.669	-35.21
251.048	14.17
251.427	9.68
251.806	-46.43
252.186	9.68
252.565	16.41
252.944	27.63
253.323	7.43
253.702	-21.74
254.081	-28.48
254.46	45.59
254.839	34.37
255.218	-41.94
255.597	-28.48
255.976	-6.03
256.355	-10.52
256.733	14.17
257.112	-37.45
257.491	27.63
257.87	-1.54
258.248	-30.72
258.627	29.88
259.005	-15.01
259.384	-10.52
259.762	61.3
260.141	77.01
260.519	7.43
260.898	18.66
261.276	41.1
261.654	2.95
262.033	-15.01
262.411	-6.03
262.789	38.86
263.167	45.59
263.545	-48.67
263.924	47.83
264.302	50.08
264.68	99.45
265.058	36.61
265.436	16.41
265.813	29.88
266.191	20.9
266.569	-3.79
266.947	0.7
267.325	50.08
267.702	5.19
268.08	-19.5
268.458	-37.45
268.835	18.66
269.213	-6.03
269.591	56.81
269.968	-1.54
270.346	-59.9
270.723	-23.99
271.1	-21.74
271.478	83.74
271.855	-15.01
272.232	32.12
272.61	-8.28
272.987	-3.79
273.364	-23.99
273.741	11.92
274.118	-55.41
274.495	-1.54
274.872	74.76
275.249	-19.5
275.626	52.32
276.003	29.88
276.38	-10.52
276.757	29.88
277.134	5.19
277.511	-21.74
277.887	-19.5
278.264	-8.28
278.641	27.63
279.018	-1.54
279.394	74.76
279.771	85.99
280.147	45.59
280.524	27.63
280.9	11.92
281.277	56.81
281.653	32.12
282.029	16.41
282.406	52.32
282.782	18.66
283.158	36.61
283.534	0.7
283.91	38.86
284.287	11.92
284.663	54.57
285.039	-46.43
285.415	-48.67
285.791	32.12
286.167	-75.61
286.542	0.7
286.918	27.63
287.294	52.32
287.67	43.34
288.046	38.86
288.421	23.14
