Data from JAZA04901_14-31-27-313.txt Node
Date: Fri Oct 12 14:31:27 EDT 2018
User: physics
Spectrometer: JAZA0490
Scans to average: 1
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
177.185	18.8
177.571	18.8
177.957	18.8
178.343	-91.18
178.729	-12.62
179.115	-32.82
179.5	47.97
179.886	12.06
180.272	54.71
180.658	12.06
181.043	25.53
181.429	12.06
181.815	-8.14
182.2	-14.87
182.586	-39.56
182.972	3.09
183.357	3.09
183.743	9.82
184.128	30.02
184.513	41.24
184.899	-41.8
185.284	-21.6
185.67	-5.89
186.055	-19.36
186.44	-91.18
186.825	-8.14
187.21	27.77
187.596	52.46
187.981	-1.4
188.366	36.75
188.751	72.66
189.136	74.91
189.521	43.48
189.906	18.8
190.291	36.75
190.676	-17.11
191.06	41.24
191.445	25.53
191.83	-53.02
192.215	-82.2
192.599	9.82
192.984	-8.14
193.369	-12.62
193.753	-17.11
194.138	21.04
194.522	5.33
194.907	12.06
195.291	27.77
195.676	-8.14
196.06	21.04
196.445	59.19
196.829	-17.11
197.213	12.06
197.597	68.17
197.982	-59.76
198.366	-28.33
198.75	16.55
199.134	-5.89
199.518	-26.09
199.902	5.33
200.286	41.24
200.67	0.84
201.054	-23.85
201.438	0.84
201.822	5.33
202.206	-46.29
202.59	27.77
202.973	70.42
203.357	-59.76
203.741	-91.18
204.124	36.75
204.508	5.33
204.892	59.19
205.275	-37.31
205.659	-50.78
206.042	5.33
206.426	18.8
206.809	-35.07
207.193	-10.38
207.576	18.8
207.959	-35.07
208.342	-57.51
208.726	5.33
209.109	-30.58
209.492	16.55
209.875	25.53
210.258	21.04
210.641	-30.58
211.025	-30.58
211.408	43.48
211.79	18.8
212.173	36.75
212.556	63.68
212.939	-35.07
213.322	-35.07
213.705	-39.56
214.088	-39.56
214.47	5.33
214.853	25.53
215.236	-95.67
215.618	-17.11
216.001	-23.85
216.383	-10.38
216.766	-48.53
217.148	-19.36
217.531	18.8
217.913	3.09
218.296	-28.33
218.678	0.84
219.06	16.55
219.443	-8.14
219.825	-3.65
220.207	25.53
220.589	27.77
220.971	-57.51
221.353	47.97
221.735	32.26
222.118	-46.29
222.5	-55.27
222.881	16.55
223.263	-12.62
223.645	-37.31
224.027	-35.07
224.409	-3.65
224.791	-50.78
225.172	21.04
225.554	14.31
225.936	25.53
226.317	-30.58
226.699	-10.38
227.081	3.09
227.462	90.62
227.844	27.77
228.225	52.46
228.607	43.48
228.988	27.77
229.369	5.33
229.751	12.06
230.132	-48.53
230.513	7.57
230.894	-41.8
231.276	-23.85
231.657	32.26
232.038	-23.85
232.419	0.84
232.8	0.84
233.181	-28.33
233.562	-12.62
233.943	45.73
234.324	-12.62
234.705	-26.09
235.085	27.77
235.466	-3.65
235.847	-86.69
236.228	3.09
236.608	3.09
236.989	-70.98
237.37	65.93
237.75	27.77
238.131	3.09
238.511	-68.73
238.892	-5.89
239.272	23.29
239.653	-66.49
240.033	-75.47
240.413	-17.11
240.794	-44.05
241.174	-10.38
241.554	-30.58
241.934	-5.89
242.314	18.8
242.694	54.71
243.075	27.77
243.455	-70.98
243.835	5.33
244.215	30.02
244.595	0.84
244.974	-26.09
245.354	-35.07
245.734	-53.02
246.114	-44.05
246.494	34.51
246.873	16.55
247.253	-8.14
247.633	-53.02
248.012	-55.27
248.392	27.77
248.771	-5.89
249.151	43.48
249.53	27.77
249.91	-62
250.289	5.33
250.669	14.31
251.048	-23.85
251.427	-62
251.806	-1.4
252.186	-17.11
252.565	52.46
252.944	41.24
253.323	5.33
253.702	-37.31
254.081	5.33
254.46	0.84
254.839	-10.38
255.218	21.04
255.597	-30.58
255.976	-5.89
256.355	-28.33
256.733	-26.09
257.112	-30.58
257.491	50.22
257.87	9.82
258.248	-3.65
258.627	65.93
259.005	3.09
259.384	27.77
259.762	30.02
260.141	-26.09
260.519	45.73
260.898	36.75
261.276	21.04
261.654	-10.38
262.033	113.06
262.411	32.26
262.789	12.06
263.167	25.53
263.545	-55.27
263.924	34.51
264.302	-28.33
264.68	-46.29
265.058	-62
265.436	-1.4
265.813	16.55
266.191	-28.33
266.569	-53.02
266.947	72.66
267.325	7.57
267.702	-23.85
268.08	56.95
268.458	-32.82
268.835	-21.6
269.213	-14.87
269.591	14.31
269.968	-57.51
270.346	-17.11
270.723	-3.65
271.1	-88.93
271.478	-46.29
271.855	-8.14
272.232	-46.29
272.61	-37.31
272.987	-17.11
273.364	18.8
273.741	-35.07
274.118	-5.89
274.495	-21.6
274.872	61.44
275.249	0.84
275.626	-53.02
276.003	68.17
276.38	-39.56
276.757	-28.33
277.134	27.77
277.511	-35.07
277.887	-44.05
278.264	-17.11
278.641	-35.07
279.018	14.31
279.394	0.84
279.771	45.73
280.147	7.57
280.524	5.33
280.9	-75.47
281.277	-32.82
281.653	39
282.029	43.48
282.406	-46.29
282.782	-14.87
283.158	-14.87
283.534	25.53
283.91	-21.6
284.287	-12.62
284.663	-39.56
285.039	54.71
285.415	0.84
285.791	21.04
286.167	-28.33
286.542	47.97
286.918	14.31
287.294	-55.27
287.67	-21.6
288.046	12.06
288.421	-26.09
288.797	-30.58
289.173	39
289.548	36.75
289.924	-46.29
290.299	-12.62
290.675	14.31
291.05	-23.85
291.426	-39.56
291.801	-70.98
292.177	5.33
292.552	54.71
292.927	-26.09
293.302	-10.38
293.678	-28.33
294.053	-3.65
294.428	-21.6
294.803	-104.64
295.178	-8.14
295.553	18.8
295.928	-32.82
296.303	39
296.678	-5.89
297.053	-21.6
297.427	47.97
297.802	36.75
298.177	-14.87
298.552	-23.85
298.926	-32.82
299.301	-53.02
299.676	12.06
300.05	-5.89
300.425	-8.14
300.799	-12.62
301.174	-8.14
301.548	47.97
301.922	21.04
302.297	-48.53
302.671	39
303.045	25.53
303.42	-17.11
303.794	-12.62
304.168	-79.95
304.542	-26.09
304.916	16.55
305.29	-8.14
305.664	5.33
306.038	0.84
306.412	-50.78
306.786	-53.02
307.16	-23.85
307.534	-21.6
307.907	-37.31
308.281	5.33
308.655	-21.6
309.028	14.31
309.402	-14.87
309.776	23.29
310.149	-14.87
310.523	-19.36
310.896	-1.4
311.27	43.48
311.643	-70.98
312.016	-12.62
312.39	-77.71
312.763	5.33
313.136	-48.53
313.509	-39.56
313.883	9.82
314.256	-64.24
314.629	-39.56
315.002	-57.51
315.375	7.57
315.748	25.53
316.121	-35.07
316.494	7.57
316.867	-12.62
317.24	45.73
317.612	-1.4
317.985	-14.87
318.358	-14.87
318.73	-44.05
319.103	-23.85
319.476	43.48
319.848	21.04
320.221	47.97
320.593	12.06
320.966	16.55
321.338	-19.36
321.711	-30.58
322.083	-3.65
322.455	-19.36
322.828	65.93
323.2	-12.62
323.572	21.04
323.944	-73.22
324.316	16.55
324.688	-84.44
325.06	-10.38
325.432	12.06
325.804	9.82
326.176	0.84
326.548	21.04
326.92	-8.14
327.292	43.48
327.664	-79.95
328.035	74.91
328.407	-28.33
328.779	-10.38
329.15	79.39
329.522	-70.98
329.893	-50.78
330.265	-50.78
330.636	-59.76
331.008	-53.02
331.379	-21.6
331.75	30.02
332.122	-12.62
332.493	-26.09
332.864	32.26
333.236	72.66
333.607	-19.36
333.978	86.13
334.349	45.73
334.72	30.02
335.091	-19.36
335.462	-30.58
335.833	7.57
336.204	-32.82
336.575	-44.05
336.945	-21.6
337.316	-23.85
337.687	21.04
338.058	21.04
338.428	32.26
338.799	-50.78
339.169	9.82
339.54	14.31
339.911	45.73
340.281	47.97
340.651	-41.8
341.022	3.09
341.392	43.48
341.762	0.84
342.133	-12.62
342.503	18.8
342.873	27.77
343.243	43.48
343.613	-1.4
343.984	-104.64
344.354	-57.51
344.724	-14.87
345.094	5.33
345.464	7.57
345.833	0.84
346.203	-8.14
346.573	3.09
346.943	-32.82
347.313	59.19
347.682	5.33
348.052	-48.53
348.422	65.93
348.791	-8.14
349.161	16.55
349.53	-3.65
349.9	-21.6
350.269	-26.09
350.638	25.53
351.008	43.48
351.377	27.77
351.746	12.06
352.116	36.75
352.485	-35.07
352.854	-12.62
353.223	-70.98
353.592	3.09
353.961	54.71
354.33	-50.78
354.699	54.71
355.068	9.82
355.437	79.39
355.806	12.06
356.175	72.66
356.543	9.82
356.912	70.42
357.281	-3.65
357.65	23.29
358.018	-17.11
358.387	32.26
358.755	25.53
359.124	-44.05
359.492	-57.51
359.861	-37.31
360.229	-70.98
360.597	25.53
360.966	23.29
361.334	16.55
361.702	61.44
362.07	47.97
362.438	-62
362.807	-23.85
363.175	-5.89
363.543	-30.58
363.911	-30.58
364.279	-12.62
364.646	-28.33
365.014	-12.62
365.382	-50.78
365.75	34.51
366.118	5.33
366.485	18.8
366.853	-35.07
367.221	-32.82
367.588	21.04
367.956	34.51
368.323	54.71
368.691	47.97
369.058	56.95
369.426	14.31
369.793	18.8
370.16	-32.82
370.528	-14.87
370.895	-3.65
371.262	3.09
371.629	-62
371.996	-39.56
372.363	-48.53
372.73	-41.8
373.097	30.02
373.464	54.71
373.831	7.57
374.198	-8.14
374.565	12.06
374.932	7.57
375.299	-3.65
